Number,SMILES,MW,FSP3,Cm
7353,CCOc1ccc(N2CC=C[C@]3(C)[C@H](C2=O)[C@H]2C(=O)N([C@@H](CO)C(C)C)C4C(=O)N(Cc5ccccc5)CC=C[C@@]42S3=O)cc1,631.7950000000003,0.45714285714285713,729.6864432707125
7354,CC(C)[C@H](CO)N1C(=O)[C@@H]2[C@H]3C(=O)N(Cc4ccccc4)CC=C[C@@]3(C)S(=O)[C@@]23C=CCN(Cc2ccccc2)C(=O)C13,601.7690000000003,0.4411764705882353,692.9315557685493
7355,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N([C@@H](CO)C(C)C)C3C(=O)N(c4ccccc4Cl)CC=C[C@@]31S2=O,574.1430000000001,0.5517241379310345,719.3763406112224
7356,Cc1cccc(Cl)c1N1CC=C[C@@]23C(C1=O)N([C@@H](CO)C(C)C)C(=O)[C@@H]2[C@H]1C(=O)N(c2ccccc2)CC=C[C@@]1(C)S3=O,622.1870000000002,0.42424242424242425,740.1312281133856
7357,CCCC(C)N1CC=C[C@@]23C(C1=O)N(CCCCCO)C(=O)[C@@H]2[C@H]1C(=O)N(c2ccccc2)CC=C[C@@]1(C)S3=O,567.7520000000003,0.5806451612903226,687.8368182635012
7358,CN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCCCO)C3C(=O)N(C(C)(C)C)CC=C[C@@]31S2=O,491.6540000000002,0.72,617.892455751242
7359,CCN(CC)c1ccc(N2CC=C[C@@]34C(C2=O)N(CCCCCO)C(=O)[C@@H]3[C@H]2C(=O)N(c3ccccc3)CC=C[C@@]2(C)S4=O)cc1,644.8380000000003,0.4722222222222222,704.7846806401658
7360,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCCCO)C3C(=O)N(c4ccc(N(CC)CC)cc4)CC=C[C@@]31S2=O,610.8210000000003,0.6060606060606061,690.8598681365603
7361,CN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCCCO)C3C(=O)N(c4ccccc4Cl)CC=C[C@@]31S2=O,546.0890000000002,0.5185185185185185,681.1868656011263
7362,CC(C)(C)CC(C)(C)N1CC=C[C@@]23C(C1=O)N(CCCCCO)C(=O)[C@@H]2[C@H]1C(=O)N(c2ccccc2)CC=C[C@@]1(C)S3=O,609.8330000000003,0.6176470588235294,671.8172682548474
7363,CCCCCN1CC=C[C@@]23C(C1=O)N(CCCCCO)C(=O)[C@@H]2[C@H]1C(=O)N(CCC)CC=C[C@@]1(C)S3=O,533.7350000000004,0.75,646.892455751242
7364,Cc1ccc(C)c(N2CC=C[C@@]34C(C2=O)N(CCCCCO)C(=O)[C@@H]3[C@H]2C(=O)N(C)CC=C[C@@]2(C)S4=O)c1,539.6980000000003,0.5517241379310345,672.4022307555688
7365,Cc1ccc(C)c(N2CC=C[C@@]34C(C2=O)N(CCCCCO)C(=O)[C@@H]3[C@H]2C(=O)N(c3ccccc3)CC=C[C@@]2(C)S4=O)c1,601.7690000000002,0.4411764705882353,702.3270432591743
7366,CCN(CC)c1ccc(N2CC=C[C@@]34C(C2=O)N(CCCCCCO)C(=O)[C@@H]3[C@H]2C(=O)N(C)CC=C[C@@]2(C)S4=O)cc1,596.7940000000004,0.59375,680.8598681365603
7367,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCCCCO)C3C(=O)N(c4ccc(N(CC)CC)cc4)CC=C[C@@]31S2=O,624.8480000000003,0.6176470588235294,696.8598681365604
7368,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCCCCO)C3C(=O)N(c4c(C)cccc4C)CC=C[C@@]31S2=O,581.7790000000003,0.59375,661.6473432534052
7369,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCCCCO)C3C(=O)N(C(C)(C)CC(C)(C)C)CC=C[C@@]31S2=O,589.8430000000004,0.78125,663.8924557512419
7370,CCCN1CC=C[C@]2(C)[C@H](C1=O)[C@H]1C(=O)N(CCCCCCO)C3C(=O)N(c4cc(C)ccc4C)CC=C[C@@]31S2=O,581.7790000000003,0.59375,694.4022307555689
